content,polarity
"Doesn't work on my ASUS ZenFone 5 (ZE620KL) It doesn't show up whenever I 
add the widget in my home screen.",0
"Seems pretty fancy, but $32 a year for reminders when most competing apps offer that as a basic feature for free??? For a to do list app??? Yeah no thanks.",0
The app used to work perfectly now it lets me do anything without the tree dying I apologize for two stars but the problem is very annoying,0
"Great app in the beginning. But once you start skipping days, the notifications become insulting shaming words. For example, calling me a couch potato. Which I am not. So dumb. What expert would ever say that insults are motivational? Almost none. I'd rather use an app based on the principle of kindness, not shaming.",0
"NOT a fan of the new permission requirements. I've never had any problem with the app detecting whether I've left it, and shouldn't have to give you access to my notifications for the app to do the same job as always. Right now it's basically just a fancy timer. EDIT AS RESPONSE: I get that, but was it really necessary to make that mandatory for anyone, even users who had no problem before? Regarding data use, the only thing I can do is take your word for it (as with any company, but still).",0
calendar sync for a productivity app is a pro only feature,0
Did not like this at all. Difficult to sync with all my different calendars and limited formatting and design options as well. Also hard to unsubscribe. Very round about process. I do not recommend this.,0
"There's a bug with the planning view, you can't see the title of the event. Other than that the app runs okay.",0
"Seems to have glitched out on me. When I put in my username and display name, it gave me an error saying ""Path Profile.Name Required."" Then none of the Avatar customization options appeared. I wasn't even able to start the third page when the app crashed. Reopening the app took me to the Dailies tutorial and now I'm sure I'm missing something. I have a Samsung Galaxy Note 10.",0
"This last update has brought all kinds of bugs. Lists disappearing randomly, lists getting renamed, permissions randomly getting changed. All of these problems indicated serious bugs in the data model and potentially spillage of customer data. I would suggest looking into a new tasks app because the drop in quality has been dramatic.",0
I just needed a single program where I can can you record my voice notes,0
"This is one of the best apps, one of the best features is that it announces the activity name...... Edit: Hi, the app was doing well! And was planning to buy the paid version. But i am getting errors with background tasks not refreshing, and today due to that error, i lost all the events scheduled which were scheduled for today. Can you advise please?",0
Always getting hanged.Not opening.,0
Problem with login,0
Subscription only. No outright purchase. Too bad. Seems like a nice app.,0
Poor,0
"It's just okay, it's too easy to delete tasks on accident and it puts it in backwards",0
I just removed this app! I missed several events in the last couple of months because it did not notify me!!!!!,0
"When I'm plying video on another app which is in whitelist, then my plant die 🤔🤔😭😭",0
Complexity and unavailability of useful feature for free kill the interest. Atleast widget should be available for trials.,0
"App is very buggy ! Week view is completely unusable - shows some events twice, and some not at all.  Also, it would be nice if there was an option, in month view, to see the names of the events without having to click on every day individually.  Fix this and you'll get 5 stars, but without that (especially week view!) the app is useless.",0
"Extremely Disappointed. I had been a faithful user of this app and loved it. Then all of sudden everything changed. There is no cloud support. The tabs option is gone. There is no interface with established tasks list. I have tried and tried to use. I contacted support and they replied that due to streamlining the app it has a completely new appearance. I had uninstalled this app, however I felt I needed to write thos review. After I finish this, uninstalling this app. Useless to me.",0
"Dude. Don't we all want people to pay us for everything we come up with. XXXXXXX Hi! Thanks for the attentive reply. Though this app was not worth the payment or storage space for me, I did find one that works nicely. Looking forward to more replies, hopefully relevant, or none at all.",0
Too many bugs and shortcomings to warrant the subscription cost imo. There are some great free todo apps as well which give you additional features over todoist free version.,0
better than Google calendar but has bugs/for example it keeps restoring deleted events after i delete them/i cleared cache memo and restarted phone/useless/still the same banana. update/yes i did remove Gmail account but no use/it seems a bug between localhost and oppo accounts as it shows both colors for the same birthday/btw i tested removing oppo account or localhost then i get a bug free part of the calendar but it bugs again after that part. update/yes 2 entries but for a certain period.,0
i bought full premium version for lifetime in 2016 and didn't use much at that time. Now it says i have free plan and wants me to pay again for upgrade... please help,0
"Notifications don't work. It's a shame, because I wanted to buy a subscription. [EDIT] Okay, I already know what's going on. The operating system of my smartphone is MIUI. This app's notifications work when the battery saver mode is turned off. At the same time, in the application settings I have the option: ""No restrictions - battery saver doesn't restrict app's activity."" Other applications similar to this one (ToDo, habits) work with this option and at the same time enable battery saving.",0
"The app itself is really nice. I like how the widget displays my schedule for the day, it.gives me a very nice grasp of my time. The bad thing is that it slows down my smartphone, I have a S9, and it drains a lot of battery. It makes my phone lag and ""stutter"" when I try to open it. I uninstalled ans reinstalled apps to check my theories, so I uninstalled this one, the phone was doing so much better. And I even PAID for the Pro version!!!",0
"the application is very nive but cant take the complete use of it because of the premium option , and the amount also is high",0
Very poor application.... Repeating reminder not working...useless app,0
"I have been using this app, this is just one gorgeous 'stay focused ' app, but at times when I want the app to open it shows stopped and I have to reinstall.",1
"When I had an iPhone, I used the built in Reminder app relatively heavily to keep track of things I have to get done soon, remember something new to be done daily, or to break down a major side project into sub-tasks. Ever get a random idea and think ""shoot, I gotta try that"", just to forget it the next day. Put down a line item in this app. You may forget, but this app won't!!!",1
The best app to manage your time and notification of next scheduled work with voice assistant,1
"Enjoying it so far, can't wait to see future updates. I am using it as a supplement to my calendar app and it works perfectly. Bought the pro version immediately after installing the free version because I was so impressed with how functional it is.",1
Very good😛👍,1
"Excellent for to do lists, managing projects and tracking habits. I like the ability to have transparent widgets too.",1
"I would have reported this as a bug within the app, but I found another bug when trying to do that. First one: when submitting a bug or feedback, it does not pass through the 'To' address into the email, so I'm not sure where to send it to. Second one: when editing a habit, daily or to-do text field, the keyboard pops up and disappears. A workaround on this (for my device) is to rotate the phone landscape. Using pixel 3. Otherwise, a very good app!",1
Awesome app. It really helps me keep my focus. There are ads but the app is well worth them.,1
"I love this app so much. This is the app that I search for a long time. BUT, the widget sometimes error. It show the tasks that already checked being unchecked. When I clicked it, the app just show white screen or freezing. After several minutes, it became normal again. Even though it will be normal again, of course that's so annoying! When I'm in rush to create task, the freeze often makes me forget about the things that I want to write. Please, fix this! Thank you.",1
"Better than MS To Do. Almost as good as Wunderlist. Only thing missing is the gratifying ""ding"" sound when checking things off.",1
Helps a lot in reminding of tasks to be done on daily basis.,1
Love it. I'm self employed with several appointments a day. Being able to see my appointments at a quick glance is really helpful and a must for me.,1
"The best time management app 3 years using it and it keeps me organised,efficient and productive.",1
Like it,1
Great app and very helpful for my use,1
I have some suggestions to make this great app better 1. Be able to see the hourly breakdown of all your tags 2. Choose which tag to allocate to your study session before starting the session,1
"This app is great , I mean really it is.. you can do a lot of things but only if you pay which isn't a bad thing , it's just that as a student adding this to my expenses is just not feasible ... Hence the 4 stars , connecting to a student service such as UniDays would increase influx of student users.",1
After reading Reality Is Broken a couple of years ago I have tried every app out there to gamify my life and nothing has really cut it. I preferred filling in hand drawn skill boxes on a whiteboard! Until now! This is the one! I love it! Thank you so much!,1
"Great app! Love the daily reminders! Super easy to use!! I wish that you could do more than 5 habits without paying, but hey, Im cheap and developers deserve to be paid!!",1
Really useful and well designed app - only thing I feel that is missing to make it five stars is having a shopping list widget,1
"EDITED - read second paragraph. Hi, not sure if I'm missing out a setting but the app does not display all the events in a day. It makes sense to show only the events in a 12 hr time frame on the clock face, but the list of events should include all tasks of the day -- instead of us having to ""fast forward"" the day until the events appear. I did not mean ""tasks"", poor choice of words on my part. I meant that if I have an event at 9pm today, and the time now is 6am, I will not see this at all. The clock face only shows 12 hrs: this makes sense. The list of events below the clock should probably show events for the whole day, though.",1
Good Android widget: 👉For watching planned schedules everytime at ease on the home screen. 👉 For syncing all calenders to view birthdays & events at one place.,1
"The app is really great and don't even need the paid version. Unlike what people said, I found it quite easy to set up. I wish the ""custom repeat"" had option to choose which day of the week and not the frequency of days, as my schedule varies (schema as : 4 days A followed by 3 days B). I really love the widget option also. I just downloaded it but if I keep using it then I will consider buying the pro version to support the creators.",1
I like it but wish I could add a friend to the list so we can edit together,1
Good job,1
"Excellent, very useful with a smooth powerful and intuitive interface. It's a must to keep my daily tasks on track",1
it is very nice game for studying,1
"I've been using this app for some weeks now. There are still some features that I don't understand and there's just so much available for customisation that it's overwhelming. But, once i spent a few hours customizing all i wanted, this app has been so fun and useful. Most to do list apps out there are so cumbersome and anxiety inducing. This one isn't. It has helped me prioritize what's important to me while letting me role-play. I like it a lot.",1
"Best watch once you understand it. It takes a while to set up just the way you want it and to actually ""get it"", but once you do it does exactly what it promises. Its sleek yet informative and by far the best ""at a glance"" app for your homescreen. The watch addon is the cherry on the cake. Only improvement in my opinion would be to add multiple different widgets. Like give me the option for a small simple one on my home screen and a bigger more detailed one on my office screen for instance.",1
Es muy practitica y fácil de usar,1
The best app to manage your time and notification of next scheduled work with voice assistant,1
"Love, love, love this app!! I have been a paper planner lover for 30 years and I just switched to Artful Agenda and I couldn't be more pleased. Try it, you'll love it!!!",1
Works great most of the time however crashes when making my display size small. Google pixel. Recurring error.,1
"This app looks great and most of the functions seem to be very practical. There isn't any Windows or browser-based version for usage on a computer, is it? If not, is something in planning? As Wunderlist will be shut down, I'm in search for a good alternative, and this app WITH a sync function would be amazing! Edit: Showing the calendar view in a widget would be fantastic as well.",1
"It's a fabulous app for focused concentration onto a task. It's smooth and has everything you may ask for. The background music theme is pretty nice. App crashed way too frequently earlier, there was an issue with a phone makers update. Resolved .",1
"It seems good but there is no way for me to increase the ""art"" category. Music and drawing are not the only forms of art. Please change this. Maybe change art to ""crearivity"" but certainly add more creative pursuits so those who cannot draw or do music can increase it. Also aren't erudition and learning really the same thing? My conclusion is that this app is great but needs a lit of work.",1
Overall good but please bring back Smart Dates and Notification Counter,1
"Brilliant app, Easy to use , practical for anyone who need to make an order in your personal life, business etc.",1
Nice game but it makes me feel like l have FOMO on my favourite apps 😒😒😒😒😒😟😟😟🙁🙁🙁☹☹☹,1
Nice app. But can update a function such as we can add in an attachment(like photo) into the task or etc will be better,1
So far so good! Great app!,1
"It's terrific. So flexible. So organized. Wish it had a web app, but that is the only drawback.",1
Ignore battery optimization is always turning off automatically without using the app for long time,1
I'm using the app very often and it's very helpful for productive use of time . But I'm troubled with installing the app repeatedly as it won't open after certain time period from installed moment .,1
very well,1
Love this,1
Love this app it's super great to manage your time and make the most of your day.. best thing for me about this app is the fact that it has pop-up notification to remind me of what I have to do! Love love LOVE IT!!,1
"Amazing app to help you complete focused work without falling into distractions. You plant virtual trees and get coins when they grow up. You can accumulate the coins and exchange them for either new types of virtual trees or to plant ACTUAL ones. So, not only it helps you in being more productive. But also, it lets you contribute to the environment.",1
Love this app. Posts on my home screen ( with a widget) so I see my appointments at all times. Easy to use..,1
Excellent app.,1
"Not very expressive frame for activity descriptions, must be in the first stages of development. Guilds look incredible diverse, very surprising it is a social app. Seems the leveling function is standard gaming and well embedded. Hope open sourcing it make it better fit. Passing habits to to-do would be desirable.",1
Enjoying it,1
"I love it. I'm like playing a game w/o using my phone but if you think about it, I'm actually playing a game using my phone!",1
Please give us more background pictures . Overall this app is better than any To-Do list app present in play store.,1
"Stable.Works on Android ,PC and Apple devices",1
Excellent and minimal to no ads,1
"This initially looks a bit confusing. However, this design actually functions extremely well. The way it can act as both a clock, date, alarm and agenda widget at the same time is just incredibly efficient. It also provides you with a very easy way to evaluate at which times of the day you have events and more importantly: when you have breaks and how long they are. All this at a glance, compared to clunky agenda widgets where you have to sit and calculate it in your head. Well worth the money!",1
The app really nice.....i request that the voice notification should be made more clearer and voice should be like dominating that can make orders,1
"Getting into it, following the mechanics and I feel motivated to do ans comolete stuff to earn Exp. I haven't used it much but I'm satisfied already. One small thing I can't choose to wear no glasses and I believe this is an unintentional error.",1
Looking forward to a better UI/UX. Will keep using it.,1
Great tool for coordinating between family members! I love being able to share lists so everyone is on the same page.,1
It is what I have looked for for some time. I wish it could sync'd across multiple devices.,1
Love the look of this agenda. List feature is great way to track & complete to do lists!,1
"Good at organizing tasks. The ""Highlight"" feature (and more importantly the ability to filter only highlighted entries) is great for managing to-do items.",1
"I live by my to-do lists, and this app has by far been the best I've found to create and organize them. I *really* wish, though, that there was a desktop version of this app as well, so I could manage my lists both on my phone and on my computer.",1
"It's cute, but the fact that I cannot view a calendar with my progress kills it for me. I am going to stick to Loop app.",1
I give it 4 stars but needs main edits: 1. There got to be alerts to remind one of the activity.. not just notifications. 2. Widget should be on lock screen beside being on the home screen. 3. This app can have the option of overcoming or controlling other apps; as to prevent distraction of following the routine.,1
"I really like the app, love my forest and stay at a higher level of concentration. But I apparently reached the limit of real-trees, which is only 5 and way too low! Otherwise a 5 Star experience!",1
Well it works for me. Seem to be keeping up with my habit. Slowly introducing a new habit every 2-4 weeks and building up my habits.,1
"Such an awesome app♥️....one thing I would like to suggest is, please add some features like checklist and all, so it can show how much discipline I was as performance on graph.",1
Ol,1
good,1
"Absolutely loving electronic planner. I've been looking for something that fits what I need for AGES and once it has recurring tasks,it will have everything I need 😍 I've contacted support a few times and the response is really quick and resolves queries at first attempt.",1
Great app. Love that it links to my Google calendar.,1
It keeps reminding me even after the Task is done and it was adjusted according to how many times I should be notified. But overall nice app.,1
It was amazing,1
only 5 hapits for free,1
"This app is very helpful for me, because I use a system called GTD, and I can use that system in this app, I'm very grateful",1
Great concept to display to do list on a watch,1
Its good and does the job,1
"So I love this app- I think it's perfect for what I needed, at the time. Sadly my job changed and so did my need for a calendar/planner. Artful Agenda was still great but I found myself no longer using the stickers or really having time to add information to it. I canceled my subscription- they were super easy to work with. I still recommend this app to girls when asked - ❤❤ I love and miss Artful agenda. When my job changes again I'll be back.",1
Nice app. But can update a function such as we can add in an attachment(like photo) into the task or etc will be better,1
Improves productivity,1
I've really enjoyed the app and has been very helpful. although to me the app seems like it's not fully finished. I wish the stats you were building actually did something in game. the money also seems kind of pointless. I can buy items that I create but they just adjust your stats which I could easily accomplish through tasks,1
This is most probably the best reminder app in android. I am using it for last couple of years after trying so many apps. I just love the widgets and the ad-less experience. I use it daily to manage my work. The reminder pop up is really helpful. Thank you developers.,1
Very good quality app for habits,1
Very simple and easy to use.,1
"Fantastic app! I travel frequently for business, and it always felt like every time that I would get to my hotel, I would find something that I had forgotten (forgot to pack clothes once, still not sure how I managed that). This app has been a lifesaver! It's so easy to add items, highlight priority items, check them off, and clear the list for my next trip. It's so visually pleasing too, I love being able to color code my lists. I would definitely give more than 5 stars if I could.",1
Easy to use and keeps me on top of urgent tasks. Have mine set up as a widget and easy to see what I have to do each day. Works really well for the features I use in the free version.,1
"The latest update has a bug, when holding the top task to drag it down it won't let me do it. I can drag any task but not the first one.",1
"Best app for planning out your days/week. Simply amazing! Also, I think a little tutorial at the beginning might be useful, so that the user would understand how everything works! (In fact I had some troubles understanding how to use the tags and set a routine lol) but after a while you will understand everything, and realize how simple and wonderful this app is! Thank you Edit: I totally missed the ""Help"" button where the tutorial is indeed present! Sorry :)",1
"Been using TickTick for three years now, and the mix of simplicity in use combined with the ability to track tasks and projects at a detail level, is perfect for me. The developer consistently updates the app with increased functionality and hones ease of use as well.",1
"Loving the app so far and has helped me stay on track with some chores and. My v small complaint is that the date is expressed wrong (for 90% of the world) as mm/dd/yy, wish I could change to dd/mm/yy, any way to change that setting on the horizon?",1
"This app is amazing except for one problem. When I got the premium version, most of my progress was erased! I'm glad some of it remained, but I worked for so long on that! Can you do something to fix that? Thanks.",1
Exactly what I was looking for. This app really helps me keep track of my habits and it super user friendly. Love it!,1
Awesome reminder,1
Been looking for an app like this for a while! I love being able to coordinate things with 'tags' customizable by colours AND icons! I would happily give 5 stars apart from three things: 1. It would be great if there was an option to mark tasks as 'completed'; 2. I don't see much of a difference between the 'time block' and 'routine' choices (generally just looking for advice on this one); and 3. It would be great if we could add more than 3 tags to a time block or routine! 😊,1
"Very nice. Takes effort to customize, but can be a useful tool.",1
"Excellent app and honestly my life would be so disorganised without it. Really helps me to stay on track. My only request would be to give me greater control over when events repeat than the current setup of every day, week, 2 weeks, etc. (E.g. Allow me to repeat events on weekdays or even better specific days. Like Mondays and Wednesdays for instance.) Otherwise the app is sublime. If this small detail is added then I see no reason to withhold my 5 start reading from you. Great app.",1
Great help! It actually replaced the little papers + pens...,1
Loving it...,1
5 stars*,1
User friendly. Great GUI. No bugs so far. Great app.,1
Easy and simple.,1
Decent job replacing my beloved Wunderlist. Thanks for implementing most of the useful features that I loved in Wunderlist!,1
Been using the app for a couple of weeks and have lost 4lbs already. Took a bit of setting up with the tasks and rewards but it is very customisable. Gamifying my life might be just the thing I need to get into better habits and lose some weight!,1
"Very good app. The only note is that it takes a while to make it syncronizing properly. But after you get it, works like a charm.",1
"This is a great to-do list app. However, the competition offers a lot of features for free which are premium here. This app should offer atleast reminder functionality for free. Maybe they can limit the amount of reminders and projects that you can get in the free version which might make it a compelling app. Right now, in the free version, you can just create lists and projects which are viewable in the widgets, but a reminder should be there even in the basic version.",1
"It's great so far. I can only set 5 goals on the free version, but to be honest, any more than that and I'd be doomed to fail anyway! love that you can see the chain of days you've achieved your goals - I hate breaking that streak! The charts and graphs down the bottom also offer a nice visualization of your success which I really like too. The ability to set reminders for each habit is also good as it can give you the extra kick you need.",1
It's a neat idea and I've I tweeked the display settings I was able to make it easier to read. There are some features that could be explained better though. overall it's a interesting way to see what's on your schedule.,1
Cute app. Could do with a more user-easy interface for the lazy out there but nice little motivator,1
It is so good app I like it so much,1
Great app. Pulls together lots of info that keeps me in-the-know and sane.,1
Best task management app ever. Would love if it notes taking capabilities are also added.,1
"I love it, simple and effective! Is it right that the motivational pics don't switch anymore? Mine has been stuck on the very same for a year now :(",1
"Great APP! Detailed yet concise (with only the information I need). Amazingly, it is packaged together with one APP so effectively.",1
"Best! experienced real improvement in focused time. , Highly recommended for study and focused work.",1
"I like: * the way it separates lists (""sub lists"") horizontally, and I can switch between them conveniently with swipes, though I tend to accidentally delete tasks when trying to switch lists * I value the convenience of swipe to delete the most * being able to quick add tasks from the main screen, removes one extra tap step * being able to highlight important tasks, but wish it would automatically pin them to the top. Feature I wish most for: Image attachments. Idea: Location-based reminders?",1
Great.. and i liked it more than todoist..,1
"My Planner system is now complete! I love the web app and now with the mobile app, my on-the -go planning is also on point. The app is fast, beautiful and a perfect planning companion. Awesome!",1
"Hey, awesome app. It wasn't long until I purchased the unlocked version. However, some things could be improved. For example, you can't change units after the habit is created. And it would be nice to hide the "".0"" part after digits, since mostly it refers to ""minutes"" or ""iterations"" or ""cups"" and it looks kinda sloppy to see your goal described as ""Learn at least 30.0 minutes"" or ""Drink at least 2.0 cups"". If the number is whole, why not just hide that point zero - it'll look neater, I think.",1
good app...but they could add something like notification bar tab or floating widget or something so as to remind us constantly to keep us in check in order to develop out habits,1
Useful as all can add even when one person is at the shops it comes through with updates,1
I use the free version for a few years now. Very convenient to ise. No need to save anything. Every change you make is saved automatically. You can set priority for everything and categories tasks.,1
This app actually made me want to stick to my habits. The money/exp system is kind of broken and arbitrary. Fun way to think about your habits as life skills and the more you do it the better you get at it.,1
great for use,1
"Helps me alot with daily work and sets a time to time pie of what needs to be done , therefore helping people to begin a routine. Best part it syncs with Google Calendar, you can change colours of sections, make it a home screen widget, change opacity of the widget, etc. Must try this app to keep track of daily schedule.",1
"I really like the planner, it helps me achieve my tasks, goals & have an avenue to scribe my ideas down. Double thumbs up!",1
good,1
Do i need to pay?,1
"Good little to do app, but, how can you activate the sync feature ??",1
I started with the subscription primarily because of the NLP. Does it support recurring tasks with NLP ? The integrations are awsome!,1
"My life seems to be taking a roadless travelled, I love it.",1
Useful but still needs more integration to Outlook ... I'd like to load my colour categories that I already have in outlook calendar in my visualization. Calendar by week numbers is also a must have ... I'd like to know also the percentage of availability of each day based on my events. It could also integrate with my alarm in order to know at what time I wake up ... and so on. The potential of this app is huge,1
"(+)Pros: it's fun, LOTS of customisation, ALL basic functionality are free, inclined to habit generation than everyday to do list. (-)Cons: first time setup are quite challenging; literally create your own system. Icons & themes are limited (minor inconvenience). I was using LifeRPG (which seems abandoned now) so it helps with the learning curve. I see devs made lots improvement here. Recommended!",1
"This app is amazing it has (mostly) all the nessary tools.Though to make this even better you can include a timer. An include it on your wallpaper , otherwise it is a really good app for everyone",1
"Really beneficial, it allows me to follow my routines efficiently",1
🥰🥰 it is a good app,1
Routine tasks if not finished are shown as an overdue....!! Please give an option to auto mark any specific routine tasks as incomplete rather than overdue....!!,1
I want to say just add on the feature to check the box/things which i have done from my daily time boxing schedule,1
Very good application. Syncs well across devices and is reliable for intense use. Would like to see some evolution of the app from this point such as: #. Improved handling using keystrokes for speed #. Font resizing #. Add 'Yesterday' to 'Today' #. Bulk updates #. Time selector is non-standard and should be consistent Very good overall but the above would improve in my opinion.,1
Cool app for scheduling. Few hiccups sometime but still good.,1
"Amazing app. This really really helps me to increase my productivity, and to keep a note of the things which I need to do. And thank you so much for the cross platform support, I can access my tasks over my pc or anywhere I want. This app solved several problems of mine",1
"The app felt good enough for me to buy the yearly subscription, which I did and paid th 15€ it requested. But a week later they charged me 17 more euros to my credit card for the same subscription and the same features so I basically paid 32€ . THAT is a scam and unless I get my 17€ euros back I'm gonna keep the rating at one star. Edit: issue was solved and I got a refund for the extra money that was charged, all's well that ends well.",1
Very easy to use the interface is very good and rookie,1
Great app! No ads and does just what it says on the tin!!!,1
"I would have given it 5 stars but after latest update 3.0, it takes some time to load. Example, earlier when I wanted to change any block, it would be instant editing. But now I have to wait for sometime for it to load.",1
"lol i went to settings, change character value, and got myself 9M coins uwu btw is that cheating...? I mean well its right there",1
Best Todo list app I've ever used. Well worth the cost,1
Excellent so far. Better to include a feature to tick off tasks as a record that it was completed.,1
"Very nice looking app for tracking habits and tasks. Have already replaced my old task app for HabitNow. Glad you can purchase the premium version and not have to buy a subscription like many other apps are now doing. I've been unable to figure out how to make tasks repeat and modify the schedule of existing habits. If these capabilities don't exist, would love to see these as improvements.",1
"I've been a paper planner girl for years! I need the pretty colors and stickers. While I still have a paper planner (that hasn't been touched for months) I needed something on my phone because with 3 kids spaced 6 years apart, we are busy. We homeschool year round as well as appointments and family stuff. Artful Agenda fits everything I need. Update on the fly and it's PRETTY! I keep a tab open on my desktop as well as the app on my phone. ⭐⭐⭐⭐⭐",1
Simple and to the point,1
"This is the best app I've found for getting everyday organised. Simple to use and intuitive. The one big drawback is that its storage sits on your local device. You can't register an account and use cloud storage, so if your local device fails you lose all your data and you can't sync with other devices. Apart from that, great.",1
Glad my dad found this. BEST EVER. this is just amazing. You can do so many things. I am premium and boy i tell you its the best thing ever. From customizing you task to ticking of the task. This is a must have for every type of person and every age. Recomended app.,1
"Good app, simple, easy, beautiful design, bright colors, auto backup to cloud, sync with calendar, it has two subscribe plans, free account and premium.",1
I liked it I just have to many things I want to put in it and I can't afford to pay for premium.,1
It helps me to plan my activity. Very recommended,1
Excellent,1
Great tool for coordinating between family members! I love being able to share lists so everyone is on the same page.,1
"Please keep tinkering, and improving. Thank you for this app",1
Pretty Good. Just the shop Items are really expensive and takes alot of time to actually get one.,1
Ok,1
"Make some more widgets, rest all app is nice and user-friendly",1
"Long time user of this app, problem is it doesn't have a search feature. Or if it does I can't find it. Sometimes I forget where I filed my note or task (again longtime user) and then it takes me a while to go through all my files to figure out which title heading I put it under, but if it had a search feature I could quickly find it and get back to being productive. For this reason I gave it 4 stars because it has room for improvement.",1
"I love the developer still active and it's apps getting better. But, i want to get icons but it's must be subscription. I want to one time purchase, but it's is expensive.. I want to buy part by part.. Like in theme i can buy separately the theme that i want. I want the same with the icon..",1
I love the prev. version having exactly timeline view of task instead of this congested box view. plz. keep it optional and revise/improve the repeated task within the day. And the remaining star is yours.,1
Functional,1
Easy to work out the app,1
"Great app! It really helps me to get things done. I have a few recommendations to make. It would be great if we could edit the stats of our hero. For example I want to lose/gain weight. I'd be nice if I can change the weight of my hero and have achievements for that. Also, it'd be nice to toggle the ""success level"" of each task. Let's say I have to do my homework. If it turns out that I did them with no mistakes I can get more XP and/or reward.",1
"Amazing, couldn't do without it! I use it for my personal to do lists/notes.",1
"Wish there were different ""skins"" for the app beyond fantasy, e.g. sci-fi, horror, real life, etc.",1
Good,1
Finally something that lets me feel like I'm using a paper planner but I don't accidentally leave it at home!,1
One of the cleanest UI's I might have ever used. I understand that the app is made for us to be able to stick to our schedules! But I think it's a shame they're not letting us double it's use as a time log too! I think the statistics can be made more informative like graphical representations and stuff. And we should also be given an option to just log in our schedules day after day without using the routines function because I have different schedules everyday!,1
Good,1
"The app keeps my annoying life very well organized even when I'm stressed because it can be used as any other kinds of lists such as a revenge list or a list which represents the ones that you've loved or hated as well....... I really owe a lot to this kind of app to get better when updating....... And I hope that we don't need to pay continuously, but buy once, free forever......😂😄",1
"I have been using this app for years now. I have tried other calendar apps on Android and IOS and this is by far my favorite apps. It may not have a bubbly interface like other calendars but the features are great, especially if you have multiple calendars to manage. The features that get added are helpful and useful as well. Thank you for a great app.",1
"This app is the best to schedule my day! Further more, here are some possible features to add! ; a homework option w/ reminder, water reminder, mood tracker, monthly routine, and calendar? Also would like if premium was cheaper :(",1
Works well but doesn't make a sound when it alerts me and I wish it would.,1
Easy to use,1
"Great so far, the Wunderlist import saved me a lot of time. I'm trying to get used to no having the list of lists show when opened. I think I'm gonna miss that. I do like that is not task/productivity focused. Most competitors put those features foremost. I like that here they're available but not prominent",1
"Love the app, it's much fun, engaging, and helpful to stay focused on your goals and developing new habits. Much better than competing apps (Habitica comes to mind) even if they have better social integration. Of course one can always add new features and improve design elements, but if you are looking for a task manager look no further. This is the best on the market. Highly engaging and fun to interact with.",1
"It seems good but there is no way for me to increase the ""art"" category. Music and drawing are not the only forms of art. Please change this. Maybe change art to ""crearivity"" but certainly add more creative pursuits so those who cannot draw or do music can increase it. Also aren't erudition and learning really the same thing? My conclusion is that this app is great but needs a lit of work.",1
Great Calender dose everything I need it to do. It is also easy to use and operate. I highly recommend using this Calender.,1
Amazing idea and super clean user interface. Everything links seamlessly to my other applications and helps get things organized for my day. I definitely recommend this app to keep track of how your busy day with appointments and meetings are going!,1
This is a superb way to motivate yourself to do things. To create new and healthy/fun habits and get rid of bad habits. Do you want to live a life full of adventures? Be creative and install this amazing app. I would suggest a clearer and friendlier GUI but overall itS AMAZING.,1
Works without problems and does what I need. Have used about a year now. Best calendar I have ever had.,1
I loved this app. Worked so great I purchased it. Now it has logged me out and says I don't exist.,1
Great app,1
"This app is good. I use it daily and it runs my life. I have too many tasks though, and anydo's plan my day feature is good at forcing me to postpone stuff to next week, repeatedly. Pls add a built in optional Eisenhower matrix tagging system - tag each item with a quadrant label. Add a matrix view option to view all today's tasks in quadrant view, with filters for specific list only or all items. It's hard work retyping any do items into other apps to view like this",1
Awesome app TBH.. seriously helped me a lot through my studies my daily routines to have time management in my life.. Kudos to Time tune app seriously very rarely you stumble upon a app Soo useful,1
Love the way it can be easily zoomed for both size and number of days.,1
Bug was fixed. This is for Samsung S10e and Note 10,1
Necessary. Needs a little more life and interaction to its graphics,1
This is a good thing to have,1
"Am excellent replacement for Toodledo. Still a little rough around the edges, but being actively improved.",1
Very useful app which perfectly suits my needs. I can set today's todos and track the habits. The functions are also very convenient.,1
Great app..but one suggestion..if you could add the feature of marking whether or not we followed a particular activity in the routine..that would be great.Like if I've planned to study..I can mark whether or not I actually studied.and then it could show the statistics of how much I stuck with my routine.please consider it.also you could add a goal tracker..Love your app.,1
"This app is fantastic! It helps to organize tasks and bring new positive habits into your life. And does it in a gamified, entertaining way. You should at least try it out!",1
Great productivity app to stay organized,1
This is the only thing that has proved successful in getting me to workout everyday! Simple but v v effective and its always a treat being able to tick off my habit as done at the end of the day :),1
"Even though I am having problems with notifucations, causing me to reset, this app is amazing as it is so easy to use and it aesthetic. I love this app because it is so easy to change your timetable according to the easily changing life we live.",1
Easy to use interface... Premium account links into other APPS,1
"Can be better, can be made more attractive and everything else is good",1
"I would like to Thank you Microsoft for creating this app, really useful app user friendly, looks clean, options are so cool, if they have add options of changing background to users wallpaper that would be really great 🥰 Awesome guys Thank you",1
"I find the app amazing. It is one of the best habit apps that I've used. The only thing I don't like is that I've bought the premium but I don't feel like it was worth it. The only thing that I really needed was to have more than 7 habits but, the rest is just decoration. It would be really nice, if there is an overall progress page to check how am I doing in every Habit, instead of going through every single one of them. Another thing that would do this app just perfect, would be the possibility of having a desktop app for the computer. Other than that, I recommend to download it. Keep doing it so!",1
