Requirement Index,Requirement,Token,Head,Dependency Label,POS,Head POS
35,The system shall allow user to register for newsletters and surveys in the profile.,and,newsletters,cc,CCONJ,NOUN
35,The system shall allow user to register for newsletters and surveys in the profile.,surveys,newsletters,conj,NOUN,NOUN
35,The system shall allow user to register for newsletters and surveys in the profile.,in,newsletters,prep,ADP,NOUN
35,The system shall allow user to register for newsletters and surveys in the profile.,the,profile,det,DET,NOUN
35,The system shall allow user to register for newsletters and surveys in the profile.,profile,in,pobj,NOUN,ADP
35,The system shall allow user to register for newsletters and surveys in the profile.,.,allow,punct,PUNCT,VERB
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",The,system,det,DET,NOUN
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",system,provide,nsubj,NOUN,VERB
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",shall,provide,aux,AUX,VERB
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",provide,provide,ROOT,VERB,VERB
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",online,help,amod,ADJ,NOUN
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",help,provide,dobj,NOUN,VERB
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",",",provide,punct,PUNCT,VERB
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",FAQ,support,poss,PROPN,NOUN
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",’s,FAQ,case,PART,PROPN
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",customer,support,compound,NOUN,NOUN
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",support,provide,dobj,NOUN,VERB
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",",",support,punct,PUNCT,NOUN
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",and,support,cc,CCONJ,NOUN
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",sitemap,options,compound,NOUN,NOUN
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",options,support,conj,NOUN,NOUN
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",for,options,prep,ADP,NOUN
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",customer,support,compound,NOUN,NOUN
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",support,for,pobj,NOUN,ADP
36,"The system shall provide online help, FAQ’s customer support, and sitemap options for customer support.",.,provide,punct,PUNCT,VERB
37,The system shall allow user to select the support type he wants.,The,system,det,DET,NOUN
37,The system shall allow user to select the support type he wants.,system,allow,nsubj,NOUN,VERB
37,The system shall allow user to select the support type he wants.,shall,allow,aux,AUX,VERB
37,The system shall allow user to select the support type he wants.,allow,allow,ROOT,VERB,VERB
37,The system shall allow user to select the support type he wants.,user,select,nsubj,NOUN,VERB
37,The system shall allow user to select the support type he wants.,to,select,aux,PART,VERB
37,The system shall allow user to select the support type he wants.,select,allow,ccomp,VERB,VERB
37,The system shall allow user to select the support type he wants.,the,type,det,DET,NOUN
37,The system shall allow user to select the support type he wants.,support,type,compound,NOUN,NOUN
37,The system shall allow user to select the support type he wants.,type,select,dobj,NOUN,VERB
37,The system shall allow user to select the support type he wants.,he,wants,nsubj,PRON,VERB
37,The system shall allow user to select the support type he wants.,wants,type,relcl,VERB,NOUN
37,The system shall allow user to select the support type he wants.,.,allow,punct,PUNCT,VERB
38,The system shall allow user to enter the customer and product information for the support.,The,system,det,DET,NOUN
38,The system shall allow user to enter the customer and product information for the support.,system,allow,nsubj,NOUN,VERB
38,The system shall allow user to enter the customer and product information for the support.,shall,allow,aux,AUX,VERB
38,The system shall allow user to enter the customer and product information for the support.,allow,allow,ROOT,VERB,VERB
38,The system shall allow user to enter the customer and product information for the support.,user,enter,nsubj,NOUN,VERB
38,The system shall allow user to enter the customer and product information for the support.,to,enter,aux,PART,VERB
38,The system shall allow user to enter the customer and product information for the support.,enter,allow,ccomp,VERB,VERB
38,The system shall allow user to enter the customer and product information for the support.,the,customer,det,DET,NOUN
38,The system shall allow user to enter the customer and product information for the support.,customer,information,nmod,NOUN,NOUN
38,The system shall allow user to enter the customer and product information for the support.,and,customer,cc,CCONJ,NOUN
38,The system shall allow user to enter the customer and product information for the support.,product,customer,conj,NOUN,NOUN
38,The system shall allow user to enter the customer and product information for the support.,information,enter,dobj,NOUN,VERB
38,The system shall allow user to enter the customer and product information for the support.,for,information,prep,ADP,NOUN
38,The system shall allow user to enter the customer and product information for the support.,the,support,det,DET,NOUN
38,The system shall allow user to enter the customer and product information for the support.,support,for,pobj,NOUN,ADP
38,The system shall allow user to enter the customer and product information for the support.,.,allow,punct,PUNCT,VERB
39,The system shall display the customer support contact numbers on the screen.,The,system,det,DET,NOUN
39,The system shall display the customer support contact numbers on the screen.,system,display,nsubj,NOUN,VERB
39,The system shall display the customer support contact numbers on the screen.,shall,display,aux,AUX,VERB
39,The system shall display the customer support contact numbers on the screen.,display,display,ROOT,VERB,VERB
39,The system shall display the customer support contact numbers on the screen.,the,numbers,det,DET,NOUN
39,The system shall display the customer support contact numbers on the screen.,customer,support,compound,NOUN,NOUN
39,The system shall display the customer support contact numbers on the screen.,support,numbers,compound,NOUN,NOUN
39,The system shall display the customer support contact numbers on the screen.,contact,numbers,compound,NOUN,NOUN
39,The system shall display the customer support contact numbers on the screen.,numbers,display,dobj,NOUN,VERB
39,The system shall display the customer support contact numbers on the screen.,on,display,prep,ADP,VERB
39,The system shall display the customer support contact numbers on the screen.,the,screen,det,DET,NOUN
39,The system shall display the customer support contact numbers on the screen.,screen,on,pobj,NOUN,ADP
39,The system shall display the customer support contact numbers on the screen.,.,display,punct,PUNCT,VERB
40,The system shall allow user to enter the contact number for support personnel to call.,The,system,det,DET,NOUN
40,The system shall allow user to enter the contact number for support personnel to call.,system,allow,nsubj,NOUN,VERB
40,The system shall allow user to enter the contact number for support personnel to call.,shall,allow,aux,AUX,VERB
40,The system shall allow user to enter the contact number for support personnel to call.,allow,allow,ROOT,VERB,VERB
40,The system shall allow user to enter the contact number for support personnel to call.,user,enter,nsubj,NOUN,VERB
40,The system shall allow user to enter the contact number for support personnel to call.,to,enter,aux,PART,VERB
40,The system shall allow user to enter the contact number for support personnel to call.,enter,allow,ccomp,VERB,VERB
40,The system shall allow user to enter the contact number for support personnel to call.,the,number,det,DET,NOUN
40,The system shall allow user to enter the contact number for support personnel to call.,contact,number,compound,NOUN,NOUN
40,The system shall allow user to enter the contact number for support personnel to call.,number,enter,dobj,NOUN,VERB
40,The system shall allow user to enter the contact number for support personnel to call.,for,number,prep,ADP,NOUN
40,The system shall allow user to enter the contact number for support personnel to call.,support,personnel,compound,NOUN,NOUN
40,The system shall allow user to enter the contact number for support personnel to call.,personnel,for,pobj,NOUN,ADP
40,The system shall allow user to enter the contact number for support personnel to call.,to,call,aux,PART,VERB
40,The system shall allow user to enter the contact number for support personnel to call.,call,enter,advcl,VERB,VERB
40,The system shall allow user to enter the contact number for support personnel to call.,.,allow,punct,PUNCT,VERB
41,The system shall display the online help upon request.,The,system,det,DET,NOUN
41,The system shall display the online help upon request.,system,display,nsubj,NOUN,VERB
41,The system shall display the online help upon request.,shall,display,aux,AUX,VERB
41,The system shall display the online help upon request.,display,display,ROOT,VERB,VERB
41,The system shall display the online help upon request.,the,help,det,DET,NOUN
41,The system shall display the online help upon request.,online,help,amod,ADJ,NOUN
41,The system shall display the online help upon request.,help,display,dobj,NOUN,VERB
41,The system shall display the online help upon request.,upon,display,prep,SCONJ,VERB
41,The system shall display the online help upon request.,request,upon,pobj,NOUN,SCONJ
41,The system shall display the online help upon request.,.,display,punct,PUNCT,VERB
42,The system shall display the FAQ’s upon request.,The,system,det,DET,NOUN
42,The system shall display the FAQ’s upon request.,system,display,nsubj,NOUN,VERB
42,The system shall display the FAQ’s upon request.,shall,display,aux,AUX,VERB
42,The system shall display the FAQ’s upon request.,display,display,ROOT,VERB,VERB
42,The system shall display the FAQ’s upon request.,the,FAQ,det,DET,PROPN
42,The system shall display the FAQ’s upon request.,FAQ,display,dobj,PROPN,VERB
42,The system shall display the FAQ’s upon request.,’s,display,dep,PART,VERB
42,The system shall display the FAQ’s upon request.,upon,display,prep,SCONJ,VERB
42,The system shall display the FAQ’s upon request.,request,upon,pobj,NOUN,SCONJ
42,The system shall display the FAQ’s upon request.,.,display,punct,PUNCT,VERB
43,The system shall maintain customer email information as a required part of customer profile.,The,system,det,DET,NOUN
43,The system shall maintain customer email information as a required part of customer profile.,system,maintain,nsubj,NOUN,VERB
43,The system shall maintain customer email information as a required part of customer profile.,shall,maintain,aux,AUX,VERB
43,The system shall maintain customer email information as a required part of customer profile.,maintain,maintain,ROOT,VERB,VERB
43,The system shall maintain customer email information as a required part of customer profile.,customer,email,compound,NOUN,NOUN
43,The system shall maintain customer email information as a required part of customer profile.,email,information,compound,NOUN,NOUN
43,The system shall maintain customer email information as a required part of customer profile.,information,maintain,dobj,NOUN,VERB
43,The system shall maintain customer email information as a required part of customer profile.,as,maintain,prep,ADP,VERB
43,The system shall maintain customer email information as a required part of customer profile.,a,part,det,DET,NOUN
43,The system shall maintain customer email information as a required part of customer profile.,required,part,amod,ADJ,NOUN
43,The system shall maintain customer email information as a required part of customer profile.,part,as,pobj,NOUN,ADP
43,The system shall maintain customer email information as a required part of customer profile.,of,part,prep,ADP,NOUN
43,The system shall maintain customer email information as a required part of customer profile.,customer,profile,compound,NOUN,NOUN
43,The system shall maintain customer email information as a required part of customer profile.,profile,of,pobj,NOUN,ADP
43,The system shall maintain customer email information as a required part of customer profile.,.,maintain,punct,PUNCT,VERB
44,The system shall send an order confirmation to the user through email.,The,system,det,DET,NOUN
44,The system shall send an order confirmation to the user through email.,system,send,nsubj,NOUN,VERB
44,The system shall send an order confirmation to the user through email.,shall,send,aux,AUX,VERB
44,The system shall send an order confirmation to the user through email.,send,send,ROOT,VERB,VERB
44,The system shall send an order confirmation to the user through email.,an,confirmation,det,DET,NOUN
44,The system shall send an order confirmation to the user through email.,order,confirmation,compound,NOUN,NOUN
44,The system shall send an order confirmation to the user through email.,confirmation,send,dobj,NOUN,VERB
44,The system shall send an order confirmation to the user through email.,to,confirmation,prep,ADP,NOUN
44,The system shall send an order confirmation to the user through email.,the,user,det,DET,NOUN
44,The system shall send an order confirmation to the user through email.,user,to,pobj,NOUN,ADP
44,The system shall send an order confirmation to the user through email.,through,send,prep,ADP,VERB
44,The system shall send an order confirmation to the user through email.,email,through,pobj,NOUN,ADP
44,The system shall send an order confirmation to the user through email.,.,send,punct,PUNCT,VERB
45,The system shall display detailed invoice for current order once it is confirmed.,The,system,det,DET,NOUN
45,The system shall display detailed invoice for current order once it is confirmed.,system,display,nsubj,NOUN,VERB
45,The system shall display detailed invoice for current order once it is confirmed.,shall,display,aux,AUX,VERB
45,The system shall display detailed invoice for current order once it is confirmed.,display,display,ROOT,VERB,VERB
45,The system shall display detailed invoice for current order once it is confirmed.,detailed,invoice,amod,ADJ,NOUN
45,The system shall display detailed invoice for current order once it is confirmed.,invoice,display,dobj,NOUN,VERB
45,The system shall display detailed invoice for current order once it is confirmed.,for,display,prep,ADP,VERB
45,The system shall display detailed invoice for current order once it is confirmed.,current,order,amod,ADJ,NOUN
45,The system shall display detailed invoice for current order once it is confirmed.,order,for,pobj,NOUN,ADP
45,The system shall display detailed invoice for current order once it is confirmed.,once,confirmed,mark,SCONJ,VERB
45,The system shall display detailed invoice for current order once it is confirmed.,it,confirmed,nsubjpass,PRON,VERB
45,The system shall display detailed invoice for current order once it is confirmed.,is,confirmed,auxpass,AUX,VERB
45,The system shall display detailed invoice for current order once it is confirmed.,confirmed,display,advcl,VERB,VERB
45,The system shall display detailed invoice for current order once it is confirmed.,.,display,punct,PUNCT,VERB
46,The system shall optionally allow user to print the invoice.,The,system,det,DET,NOUN
46,The system shall optionally allow user to print the invoice.,system,allow,nsubj,NOUN,VERB
46,The system shall optionally allow user to print the invoice.,shall,allow,aux,AUX,VERB
46,The system shall optionally allow user to print the invoice.,optionally,allow,advmod,ADV,VERB
46,The system shall optionally allow user to print the invoice.,allow,allow,ROOT,VERB,VERB
46,The system shall optionally allow user to print the invoice.,user,print,nsubj,NOUN,VERB
46,The system shall optionally allow user to print the invoice.,to,print,aux,PART,VERB
46,The system shall optionally allow user to print the invoice.,print,allow,ccomp,VERB,VERB
46,The system shall optionally allow user to print the invoice.,the,invoice,det,DET,NOUN
46,The system shall optionally allow user to print the invoice.,invoice,print,dobj,NOUN,VERB
46,The system shall optionally allow user to print the invoice.,.,allow,punct,PUNCT,VERB
47,The system shall provide shopping cart during online purchase.,The,system,det,DET,NOUN
47,The system shall provide shopping cart during online purchase.,system,provide,nsubj,NOUN,VERB
47,The system shall provide shopping cart during online purchase.,shall,provide,aux,AUX,VERB
47,The system shall provide shopping cart during online purchase.,provide,provide,ROOT,VERB,VERB
47,The system shall provide shopping cart during online purchase.,shopping,cart,compound,NOUN,NOUN
47,The system shall provide shopping cart during online purchase.,cart,provide,dobj,NOUN,VERB
47,The system shall provide shopping cart during online purchase.,during,provide,prep,ADP,VERB
47,The system shall provide shopping cart during online purchase.,online,purchase,amod,ADJ,NOUN
47,The system shall provide shopping cart during online purchase.,purchase,during,pobj,NOUN,ADP
47,The system shall provide shopping cart during online purchase.,.,provide,punct,PUNCT,VERB
48,The system shall allow user to add/remove products in the shopping cart.,The,system,det,DET,NOUN
48,The system shall allow user to add/remove products in the shopping cart.,system,allow,nsubj,NOUN,VERB
48,The system shall allow user to add/remove products in the shopping cart.,shall,allow,aux,AUX,VERB
48,The system shall allow user to add/remove products in the shopping cart.,allow,allow,ROOT,VERB,VERB
48,The system shall allow user to add/remove products in the shopping cart.,user,add,nsubj,NOUN,VERB
48,The system shall allow user to add/remove products in the shopping cart.,to,add,aux,PART,VERB
48,The system shall allow user to add/remove products in the shopping cart.,add,allow,ccomp,VERB,VERB
48,The system shall allow user to add/remove products in the shopping cart.,/,add,punct,SYM,VERB
48,The system shall allow user to add/remove products in the shopping cart.,remove,products,compound,VERB,NOUN
48,The system shall allow user to add/remove products in the shopping cart.,products,add,dobj,NOUN,VERB
48,The system shall allow user to add/remove products in the shopping cart.,in,add,prep,ADP,VERB
48,The system shall allow user to add/remove products in the shopping cart.,the,cart,det,DET,NOUN
48,The system shall allow user to add/remove products in the shopping cart.,shopping,cart,compound,NOUN,NOUN
48,The system shall allow user to add/remove products in the shopping cart.,cart,in,pobj,NOUN,ADP
48,The system shall allow user to add/remove products in the shopping cart.,.,allow,punct,PUNCT,VERB
49,The system shall display different shipping options provided by shipping department.,The,system,det,DET,NOUN
49,The system shall display different shipping options provided by shipping department.,system,display,nsubj,NOUN,VERB
49,The system shall display different shipping options provided by shipping department.,shall,display,aux,AUX,VERB
49,The system shall display different shipping options provided by shipping department.,display,display,ROOT,VERB,VERB
49,The system shall display different shipping options provided by shipping department.,different,options,amod,ADJ,NOUN
49,The system shall display different shipping options provided by shipping department.,shipping,options,compound,NOUN,NOUN
49,The system shall display different shipping options provided by shipping department.,options,display,dobj,NOUN,VERB
49,The system shall display different shipping options provided by shipping department.,provided,options,acl,VERB,NOUN
49,The system shall display different shipping options provided by shipping department.,by,provided,agent,ADP,VERB
49,The system shall display different shipping options provided by shipping department.,shipping,department,compound,VERB,NOUN
49,The system shall display different shipping options provided by shipping department.,department,by,pobj,NOUN,ADP
49,The system shall display different shipping options provided by shipping department.,.,display,punct,PUNCT,VERB
50,The system shall enable user to select the shipping method during payment process.,The,system,det,DET,NOUN
50,The system shall enable user to select the shipping method during payment process.,system,enable,nsubj,NOUN,VERB
50,The system shall enable user to select the shipping method during payment process.,shall,enable,aux,AUX,VERB
50,The system shall enable user to select the shipping method during payment process.,enable,enable,ROOT,VERB,VERB
50,The system shall enable user to select the shipping method during payment process.,user,enable,dobj,NOUN,VERB
50,The system shall enable user to select the shipping method during payment process.,to,select,aux,PART,VERB
50,The system shall enable user to select the shipping method during payment process.,select,enable,xcomp,VERB,VERB
50,The system shall enable user to select the shipping method during payment process.,the,method,det,DET,NOUN
50,The system shall enable user to select the shipping method during payment process.,shipping,method,compound,NOUN,NOUN
50,The system shall enable user to select the shipping method during payment process.,method,select,dobj,NOUN,VERB
50,The system shall enable user to select the shipping method during payment process.,during,select,prep,ADP,VERB
50,The system shall enable user to select the shipping method during payment process.,payment,process,compound,NOUN,NOUN
50,The system shall enable user to select the shipping method during payment process.,process,during,pobj,NOUN,ADP
50,The system shall enable user to select the shipping method during payment process.,.,enable,punct,PUNCT,VERB
51,The system shall display the shipping charges.,The,system,det,DET,NOUN
51,The system shall display the shipping charges.,system,display,nsubj,NOUN,VERB
51,The system shall display the shipping charges.,shall,display,aux,AUX,VERB
51,The system shall display the shipping charges.,display,display,ROOT,VERB,VERB
51,The system shall display the shipping charges.,the,charges,det,DET,NOUN
51,The system shall display the shipping charges.,shipping,charges,compound,NOUN,NOUN
51,The system shall display the shipping charges.,charges,display,dobj,NOUN,VERB
51,The system shall display the shipping charges.,.,display,punct,PUNCT,VERB
52,The system shall display tentative duration for shipping.,The,system,det,DET,NOUN
52,The system shall display tentative duration for shipping.,system,display,nsubj,NOUN,VERB
52,The system shall display tentative duration for shipping.,shall,display,aux,AUX,VERB
52,The system shall display tentative duration for shipping.,display,display,ROOT,VERB,VERB
52,The system shall display tentative duration for shipping.,tentative,duration,amod,ADJ,NOUN
52,The system shall display tentative duration for shipping.,duration,display,dobj,NOUN,VERB
52,The system shall display tentative duration for shipping.,for,display,prep,ADP,VERB
52,The system shall display tentative duration for shipping.,shipping,for,pobj,NOUN,ADP
52,The system shall display tentative duration for shipping.,.,display,punct,PUNCT,VERB
53,The system shall allow user to enter the order information for tracking.,The,system,det,DET,NOUN
53,The system shall allow user to enter the order information for tracking.,system,allow,nsubj,NOUN,VERB
53,The system shall allow user to enter the order information for tracking.,shall,allow,aux,AUX,VERB
53,The system shall allow user to enter the order information for tracking.,allow,allow,ROOT,VERB,VERB
53,The system shall allow user to enter the order information for tracking.,user,enter,nsubj,NOUN,VERB
53,The system shall allow user to enter the order information for tracking.,to,enter,aux,PART,VERB
53,The system shall allow user to enter the order information for tracking.,enter,allow,ccomp,VERB,VERB
53,The system shall allow user to enter the order information for tracking.,the,information,det,DET,NOUN
53,The system shall allow user to enter the order information for tracking.,order,information,compound,NOUN,NOUN
53,The system shall allow user to enter the order information for tracking.,information,enter,dobj,NOUN,VERB
53,The system shall allow user to enter the order information for tracking.,for,enter,prep,ADP,VERB
53,The system shall allow user to enter the order information for tracking.,tracking,for,pobj,NOUN,ADP
53,The system shall allow user to enter the order information for tracking.,.,allow,punct,PUNCT,VERB
54,The system shall display the current tracking information about the order.,The,system,det,DET,NOUN
54,The system shall display the current tracking information about the order.,system,display,nsubj,NOUN,VERB
54,The system shall display the current tracking information about the order.,shall,display,aux,AUX,VERB
54,The system shall display the current tracking information about the order.,display,display,ROOT,VERB,VERB
54,The system shall display the current tracking information about the order.,the,information,det,DET,NOUN
54,The system shall display the current tracking information about the order.,current,information,amod,ADJ,NOUN
54,The system shall display the current tracking information about the order.,tracking,information,compound,NOUN,NOUN
54,The system shall display the current tracking information about the order.,information,display,dobj,NOUN,VERB
54,The system shall display the current tracking information about the order.,about,information,prep,ADP,NOUN
54,The system shall display the current tracking information about the order.,the,order,det,DET,NOUN
54,The system shall display the current tracking information about the order.,order,about,pobj,NOUN,ADP
54,The system shall display the current tracking information about the order.,.,display,punct,PUNCT,VERB
55,The system shall calculate tax for the order.,The,system,det,DET,NOUN
55,The system shall calculate tax for the order.,system,calculate,nsubj,NOUN,VERB
55,The system shall calculate tax for the order.,shall,calculate,aux,AUX,VERB
55,The system shall calculate tax for the order.,calculate,calculate,ROOT,VERB,VERB
55,The system shall calculate tax for the order.,tax,calculate,dobj,NOUN,VERB
55,The system shall calculate tax for the order.,for,calculate,prep,ADP,VERB
55,The system shall calculate tax for the order.,the,order,det,DET,NOUN
55,The system shall calculate tax for the order.,order,for,pobj,NOUN,ADP
55,The system shall calculate tax for the order.,.,calculate,punct,PUNCT,VERB
56,The system shall display tax information for the order.,The,system,det,DET,NOUN
56,The system shall display tax information for the order.,system,display,nsubj,NOUN,VERB
56,The system shall display tax information for the order.,shall,display,aux,AUX,VERB
56,The system shall display tax information for the order.,display,display,ROOT,VERB,VERB
56,The system shall display tax information for the order.,tax,information,compound,NOUN,NOUN
56,The system shall display tax information for the order.,information,display,dobj,NOUN,VERB
56,The system shall display tax information for the order.,for,display,prep,ADP,VERB
56,The system shall display tax information for the order.,the,order,det,DET,NOUN
56,The system shall display tax information for the order.,order,for,pobj,NOUN,ADP
56,The system shall display tax information for the order.,.,display,punct,PUNCT,VERB
57,The system shall display available payment methods for payment.,The,system,det,DET,NOUN
57,The system shall display available payment methods for payment.,system,display,nsubj,NOUN,VERB
57,The system shall display available payment methods for payment.,shall,display,aux,AUX,VERB
57,The system shall display available payment methods for payment.,display,display,ROOT,VERB,VERB
57,The system shall display available payment methods for payment.,available,methods,amod,ADJ,NOUN
57,The system shall display available payment methods for payment.,payment,methods,compound,NOUN,NOUN
57,The system shall display available payment methods for payment.,methods,display,dobj,NOUN,VERB
57,The system shall display available payment methods for payment.,for,methods,prep,ADP,NOUN
57,The system shall display available payment methods for payment.,payment,for,pobj,NOUN,ADP
57,The system shall display available payment methods for payment.,.,display,punct,PUNCT,VERB
58,The system shall allow user to select the payment method for order.,The,system,det,DET,NOUN
58,The system shall allow user to select the payment method for order.,system,allow,nsubj,NOUN,VERB
58,The system shall allow user to select the payment method for order.,shall,allow,aux,AUX,VERB
58,The system shall allow user to select the payment method for order.,allow,allow,ROOT,VERB,VERB
58,The system shall allow user to select the payment method for order.,user,select,nsubj,NOUN,VERB
58,The system shall allow user to select the payment method for order.,to,select,aux,PART,VERB
58,The system shall allow user to select the payment method for order.,select,allow,ccomp,VERB,VERB
58,The system shall allow user to select the payment method for order.,the,method,det,DET,NOUN
58,The system shall allow user to select the payment method for order.,payment,method,compound,NOUN,NOUN
58,The system shall allow user to select the payment method for order.,method,select,dobj,NOUN,VERB
58,The system shall allow user to select the payment method for order.,for,select,prep,ADP,VERB
58,The system shall allow user to select the payment method for order.,order,for,pobj,NOUN,ADP
58,The system shall allow user to select the payment method for order.,.,allow,punct,PUNCT,VERB
59,The system shall display the orders that are eligible to change.,The,system,det,DET,NOUN
59,The system shall display the orders that are eligible to change.,system,display,nsubj,NOUN,VERB
59,The system shall display the orders that are eligible to change.,shall,display,aux,AUX,VERB
59,The system shall display the orders that are eligible to change.,display,display,ROOT,VERB,VERB
59,The system shall display the orders that are eligible to change.,the,orders,det,DET,NOUN
59,The system shall display the orders that are eligible to change.,orders,display,dobj,NOUN,VERB
59,The system shall display the orders that are eligible to change.,that,are,nsubj,PRON,AUX
59,The system shall display the orders that are eligible to change.,are,orders,relcl,AUX,NOUN
59,The system shall display the orders that are eligible to change.,eligible,are,acomp,ADJ,AUX
59,The system shall display the orders that are eligible to change.,to,change,aux,PART,VERB
59,The system shall display the orders that are eligible to change.,change,eligible,xcomp,VERB,ADJ
59,The system shall display the orders that are eligible to change.,.,display,punct,PUNCT,VERB
60,The system shall allow user to select the order to be changed.,The,system,det,DET,NOUN
60,The system shall allow user to select the order to be changed.,system,allow,nsubj,NOUN,VERB
60,The system shall allow user to select the order to be changed.,shall,allow,aux,AUX,VERB
60,The system shall allow user to select the order to be changed.,allow,allow,ROOT,VERB,VERB
60,The system shall allow user to select the order to be changed.,user,select,nsubj,NOUN,VERB
60,The system shall allow user to select the order to be changed.,to,select,aux,PART,VERB
60,The system shall allow user to select the order to be changed.,select,allow,ccomp,VERB,VERB
60,The system shall allow user to select the order to be changed.,the,order,det,DET,NOUN
60,The system shall allow user to select the order to be changed.,order,select,dobj,NOUN,VERB
60,The system shall allow user to select the order to be changed.,to,changed,aux,PART,VERB
60,The system shall allow user to select the order to be changed.,be,changed,auxpass,AUX,VERB
60,The system shall allow user to select the order to be changed.,changed,order,acl,VERB,NOUN
60,The system shall allow user to select the order to be changed.,.,allow,punct,PUNCT,VERB
61,The system shall allow user to cancel the order.,The,system,det,DET,NOUN
61,The system shall allow user to cancel the order.,system,allow,nsubj,NOUN,VERB
61,The system shall allow user to cancel the order.,shall,allow,aux,AUX,VERB
61,The system shall allow user to cancel the order.,allow,allow,ROOT,VERB,VERB
61,The system shall allow user to cancel the order.,user,cancel,nsubj,NOUN,VERB
61,The system shall allow user to cancel the order.,to,cancel,aux,PART,VERB
61,The system shall allow user to cancel the order.,cancel,allow,ccomp,VERB,VERB
61,The system shall allow user to cancel the order.,the,order,det,DET,NOUN
61,The system shall allow user to cancel the order.,order,cancel,dobj,NOUN,VERB
61,The system shall allow user to cancel the order.,.,allow,punct,PUNCT,VERB
62,"The system shall allow user to change shipping, payment method.",The,system,det,DET,NOUN
62,"The system shall allow user to change shipping, payment method.",system,allow,nsubj,NOUN,VERB
62,"The system shall allow user to change shipping, payment method.",shall,allow,aux,AUX,VERB
62,"The system shall allow user to change shipping, payment method.",allow,allow,ROOT,VERB,VERB
62,"The system shall allow user to change shipping, payment method.",user,change,nsubj,NOUN,VERB
62,"The system shall allow user to change shipping, payment method.",to,change,aux,PART,VERB
62,"The system shall allow user to change shipping, payment method.",change,allow,ccomp,VERB,VERB
62,"The system shall allow user to change shipping, payment method.",shipping,change,dobj,NOUN,VERB
62,"The system shall allow user to change shipping, payment method.",",",shipping,punct,PUNCT,NOUN
62,"The system shall allow user to change shipping, payment method.",payment,method,compound,NOUN,NOUN
62,"The system shall allow user to change shipping, payment method.",method,shipping,conj,NOUN,NOUN
62,"The system shall allow user to change shipping, payment method.",.,allow,punct,PUNCT,VERB
63,The system shall notify the user about any changes made to the order.,The,system,det,DET,NOUN
63,The system shall notify the user about any changes made to the order.,system,notify,nsubj,NOUN,VERB
63,The system shall notify the user about any changes made to the order.,shall,notify,aux,AUX,VERB
63,The system shall notify the user about any changes made to the order.,notify,notify,ROOT,VERB,VERB
63,The system shall notify the user about any changes made to the order.,the,user,det,DET,NOUN
63,The system shall notify the user about any changes made to the order.,user,notify,dobj,NOUN,VERB
63,The system shall notify the user about any changes made to the order.,about,user,prep,ADP,NOUN
63,The system shall notify the user about any changes made to the order.,any,changes,det,DET,NOUN
63,The system shall notify the user about any changes made to the order.,changes,about,pobj,NOUN,ADP
63,The system shall notify the user about any changes made to the order.,made,changes,acl,VERB,NOUN
63,The system shall notify the user about any changes made to the order.,to,made,prep,ADP,VERB
63,The system shall notify the user about any changes made to the order.,the,order,det,DET,NOUN
63,The system shall notify the user about any changes made to the order.,order,to,pobj,NOUN,ADP
63,The system shall notify the user about any changes made to the order.,.,notify,punct,PUNCT,VERB
64,"The system shall display the reviews and ratings of each product, when it is selected.",The,system,det,DET,NOUN
64,"The system shall display the reviews and ratings of each product, when it is selected.",system,display,nsubj,NOUN,VERB
64,"The system shall display the reviews and ratings of each product, when it is selected.",shall,display,aux,AUX,VERB
64,"The system shall display the reviews and ratings of each product, when it is selected.",display,display,ROOT,VERB,VERB
64,"The system shall display the reviews and ratings of each product, when it is selected.",the,reviews,det,DET,NOUN
64,"The system shall display the reviews and ratings of each product, when it is selected.",reviews,display,dobj,NOUN,VERB
64,"The system shall display the reviews and ratings of each product, when it is selected.",and,reviews,cc,CCONJ,NOUN
64,"The system shall display the reviews and ratings of each product, when it is selected.",ratings,reviews,conj,NOUN,NOUN
64,"The system shall display the reviews and ratings of each product, when it is selected.",of,reviews,prep,ADP,NOUN
64,"The system shall display the reviews and ratings of each product, when it is selected.",each,product,det,DET,NOUN
64,"The system shall display the reviews and ratings of each product, when it is selected.",product,of,pobj,NOUN,ADP
